scenario_id,scenario_name,category,meter,foot_count,rhyme_scheme,config_label,config_description,seed,meter_accuracy,rhyme_accuracy,regeneration_success,semantic_relevance,num_iterations,num_lines,duration_sec,input_tokens,output_tokens,total_tokens,estimated_cost_usd,iteration_tokens,error
C04,"Невідомий метр (гекзаметр, 4 стопи, ABAB)",corner,гекзаметр,4,ABAB,B,LLM + Val + Feedback (no RAG),0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Невідомий метр: 'гекзаметр'. Підтримувані метри: ямб, хорей, дактиль, амфібрахій, анапест."
C04,"Невідомий метр (гекзаметр, 4 стопи, ABAB)",corner,гекзаметр,4,ABAB,C,Semantic RAG + Val + Feedback,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Невідомий метр: 'гекзаметр'. Підтримувані метри: ямб, хорей, дактиль, амфібрахій, анапест."
C04,"Невідомий метр (гекзаметр, 4 стопи, ABAB)",corner,гекзаметр,4,ABAB,D,Metric Examples + Val + Feedback,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Невідомий метр: 'гекзаметр'. Підтримувані метри: ямб, хорей, дактиль, амфібрахій, анапест."
C04,"Невідомий метр (гекзаметр, 4 стопи, ABAB)",corner,гекзаметр,4,ABAB,E,Full system (semantic + metric examples + val + feedback),0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Невідомий метр: 'гекзаметр'. Підтримувані метри: ямб, хорей, дактиль, амфібрахій, анапест."
C04,"Невідомий метр (гекзаметр, 4 стопи, ABAB)",corner,гекзаметр,4,ABAB,F,Semantic RAG + Val (no feedback) — pure RAG effect,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Невідомий метр: 'гекзаметр'. Підтримувані метри: ямб, хорей, дактиль, амфібрахій, анапест."
C04,"Невідомий метр (гекзаметр, 4 стопи, ABAB)",corner,гекзаметр,4,ABAB,G,Metric Examples + Val (no feedback) — pure metric-examples effect,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Невідомий метр: 'гекзаметр'. Підтримувані метри: ямб, хорей, дактиль, амфібрахій, анапест."
C04,"Невідомий метр (гекзаметр, 4 стопи, ABAB)",corner,гекзаметр,4,ABAB,H,Semantic + Metric Examples + Val (no feedback) — pure combined effect,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Невідомий метр: 'гекзаметр'. Підтримувані метри: ямб, хорей, дактиль, амфібрахій, анапест."
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,A,"Baseline (LLM + validator, no RAG, no feedback)",0,0.000000,1.000000,0.000000,0.298278,0,4,44.026,776,5296,6072,0.065104,it=0:in=776:out=5296,
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,B,LLM + Val + Feedback (no RAG),0,1.000000,1.000000,1.000000,0.049081,1,4,88.250,1859,10937,12796,0.134962,"it=0:in=776:out=4015,it=1:in=1083:out=6922",
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,C,Semantic RAG + Val + Feedback,0,1.000000,1.000000,1.000000,0.159326,1,4,162.540,2845,19906,22751,0.244562,"it=0:in=1783:out=7917,it=1:in=1062:out=11989",
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,D,Metric Examples + Val + Feedback,0,1.000000,1.000000,0.000000,0.447695,0,4,43.894,850,4943,5793,0.061016,it=0:in=850:out=4943,
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,E,Full system (semantic + metric examples + val + feedback),0,1.000000,1.000000,0.000000,0.456337,0,4,116.604,1857,14243,16100,0.174630,it=0:in=1857:out=14243,
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,F,Semantic RAG + Val (no feedback) — pure RAG effect,0,0.000000,1.000000,0.000000,0.267423,0,4,38.207,1783,4570,6353,0.058406,it=0:in=1783:out=4570,
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,G,Metric Examples + Val (no feedback) — pure metric-examples effect,0,1.000000,1.000000,0.000000,0.345828,0,4,84.951,850,9969,10819,0.121328,it=0:in=850:out=9969,
C05,"Один рядок (анапест, 1 стопа, ABAB)",corner,анапест,1,ABAB,H,Semantic + Metric Examples + Val (no feedback) — pure combined effect,0,0.000000,1.000000,0.000000,0.305271,0,4,36.000,1857,4424,6281,0.056802,it=0:in=1857:out=4424,
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,A,"Baseline (LLM + validator, no RAG, no feedback)",0,0.000000,1.000000,0.000000,0.315004,0,4,29.200,797,3560,4357,0.044314,it=0:in=797:out=3560,
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,B,LLM + Val + Feedback (no RAG),0,1.000000,1.000000,1.000000,0.309995,1,4,75.617,1935,9789,11724,0.121338,"it=0:in=797:out=3155,it=1:in=1138:out=6634",
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,C,Semantic RAG + Val + Feedback,0,1.000000,1.000000,1.000000,0.365625,1,4,78.691,2864,10005,12869,0.125788,"it=0:in=1730:out=2683,it=1:in=1134:out=7322",
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,D,Metric Examples + Val + Feedback,0,1.000000,1.000000,1.000000,0.294345,1,4,93.887,2062,12254,14316,0.151172,"it=0:in=1148:out=7609,it=1:in=914:out=4645",
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,E,Full system (semantic + metric examples + val + feedback),0,1.000000,1.000000,1.000000,0.208863,1,4,117.686,3251,15241,18492,0.189394,"it=0:in=2081:out=5213,it=1:in=1170:out=10028",
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,F,Semantic RAG + Val (no feedback) — pure RAG effect,0,0.000000,1.000000,0.000000,0.321805,0,4,36.385,1730,4449,6179,0.056848,it=0:in=1730:out=4449,
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,G,Metric Examples + Val (no feedback) — pure metric-examples effect,0,1.000000,1.000000,0.000000,0.296268,0,4,36.385,1148,4526,5674,0.056608,it=0:in=1148:out=4526,
C06,"Спецсимволи в темі (амфібрахій, 6 стоп, AABB)",corner,амфібрахій,6,AABB,H,Semantic + Metric Examples + Val (no feedback) — pure combined effect,0,0.000000,1.000000,0.000000,0.251923,0,4,28.710,2081,3541,5622,0.046654,it=0:in=2081:out=3541,
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,A,"Baseline (LLM + validator, no RAG, no feedback)",0,1.000000,1.000000,0.000000,0.697544,0,4,73.165,783,9213,9996,0.112122,it=0:in=783:out=9213,
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,B,LLM + Val + Feedback (no RAG),0,1.000000,1.000000,1.000000,0.768764,1,4,198.709,1657,24587,26244,0.298358,"it=0:in=783:out=11785,it=1:in=874:out=12802",
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,C,Semantic RAG + Val + Feedback,0,1.000000,1.000000,0.000000,0.668096,0,4,192.384,1667,9135,10802,0.112954,it=0:in=1667:out=9135,
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,D,Metric Examples + Val + Feedback,0,1.000000,1.000000,0.000000,0.683619,0,4,57.900,899,6948,7847,0.085174,it=0:in=899:out=6948,
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,E,Full system (semantic + metric examples + val + feedback),0,1.000000,1.000000,1.000000,0.662809,1,4,303.396,2691,22919,25610,0.280410,"it=0:in=1783:out=10263,it=1:in=908:out=12656",
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,F,Semantic RAG + Val (no feedback) — pure RAG effect,0,1.000000,0.500000,0.000000,0.694444,0,4,47.111,1667,5761,7428,0.072466,it=0:in=1667:out=5761,
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,G,Metric Examples + Val (no feedback) — pure metric-examples effect,0,1.000000,0.500000,0.000000,0.706308,0,4,80.486,899,10305,11204,0.125458,it=0:in=899:out=10305,
C07,"Змішана тема (укр + рус) (ямб, 4 стопи, ABAB)",corner,ямб,4,ABAB,H,Semantic + Metric Examples + Val (no feedback) — pure combined effect,0,1.000000,1.000000,0.000000,0.700161,0,4,87.808,1783,10819,12602,0.133394,it=0:in=1783:out=10819,
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,A,"Baseline (LLM + validator, no RAG, no feedback)",0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,B,LLM + Val + Feedback (no RAG),0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,C,Semantic RAG + Val + Feedback,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,D,Metric Examples + Val + Feedback,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,E,Full system (semantic + metric examples + val + feedback),0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,F,Semantic RAG + Val (no feedback) — pure RAG effect,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,G,Metric Examples + Val (no feedback) — pure metric-examples effect,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
C08,"Нульова кількість стоп (хорей, 0 стоп, ABAB)",corner,хорей,0,ABAB,H,Semantic + Metric Examples + Val (no feedback) — pure combined effect,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000,0,0,0,0.000000,,"Кількість стоп має бути в діапазоні від 1 до 8, отримано 0."
